Name,Rating,City,Category,Lat,Lon
DA VINCENZO,7.94,Bruxelles,italian,50.83536911,4.364728928
PREGO'S,7.65,Paris,italian,48.8671608,2.298708916
GARBURE,8.56,Marseille,sud-ouest,43.2952652,5.382750034
MELO CAFE,7.77,Marseille,Modern,43.29394531,5.383046627
AU PIED DE COCHON,8.1,Paris,brasserie,48.86346436,2.343738079
SAMIR CHAGOURI,7.83,Marseille,lebanese,43.25225067,5.375797749
RV Traiteur,9.14,Bruxelles,,50.84463882,4.436351776
DEUXIEME ELEMENT,8.5,Bruxelles,thai,50.8359375,4.364844322
T MISVERSTAND,7.91,Bruxelles,french,50.79453278,4.334644794
L'ALSACE,8.4,Paris,brasserie,48.87018585,2.306535482
FRANCESCA,7.92,Paris,italian,48.8792305,2.349362135
BLUE ELEPHANT,8.31,Bruxelles,thai,50.79694366,4.375107288
PORTE DES INDES,8.15,Bruxelles,indian,50.81782532,4.371109962
LE TOUAREG,8.27,Bruxelles,Moroccan,50.79457855,4.364152431
FLORA DANICA,8.37,Paris,Danish,48.87266922,2.298538208
GRAND CAFE,8.08,Paris,french,48.87104034,2.333647251
CHARLOT,8.86,Paris,fruits de mer,48.87782669,2.330349684
PROCOPE,8,Paris,french,48.85301208,2.338715553
FERMETTE MARBEUF,8.28,Paris,french,48.86742401,2.302098274
LORRAINE,8.57,Paris,fruits de mer,48.87792969,2.29881978
PETIT ZINC,7.79,Paris,fruits de mer,48.85476303,2.333035707
CHEZ JENNY,8.44,Paris,,48.86624908,2.364855528
SUD,8.01,Paris,,48.87900543,2.284617901
CHEZ CLEMENT OPERA,8.21,Paris,brasserie,48.87039185,2.331735373
CHEZ CLEMENT MAILLOT,8.21,Paris,brasserie,48.87833786,2.284467459
CHEZ CLEMENT ELYSEES,8.21,Paris,brasserie,48.87210464,2.297945499
CHEZ CLEMENT MONTPARNASSE,8.21,Paris,brasserie,48.8421402,2.328576088
CHEZ CLEMENT BOULOGNE,8.21,Paris,brasserie,48.83431244,2.245127678
MINA KOUK,7.88,Marseille,Moroccan,43.29232025,5.385202408
CHALET DU 8ème,7.96,Paris,crepes,48.87272263,2.308997393
ALFREDO POSITANO 6ème,7.85,Paris,italian,48.85189056,2.334699392
KALIPITA,7.85,Marseille,greek,43.29476547,5.376881599
ASHOKA,8.15,Marseille,indian,43.2930603,5.373722076
CHAMI,8.58,Marseille,lebanese,43.30715561,5.374377251
MASAMAN,8.35,Paris,thai,48.85496902,2.387189388
PETIT CENTRE DU MONDE - SARL SENSI,8.11,Paris,Vietnamita,48.87020874,2.311030626
O SAVEURS DU LIBAN,8.26,Marseille,lebanese,43.29362869,5.373459339
LE RAJA,8.29,Marseille,indian,43.26550674,5.373267651
PETIT VICTOR HUGO,8.31,Paris,brasserie,48.86717224,2.279866695
SPICY TANDOORI,8.18,Lyon,indian,45.7728157,4.86620903
CÔME,8.33,Paris,Salad bar,48.88224411,2.307838917
TOUAREG,8.26,Lyon,Moroccan,45.76247406,4.826654911
ARROCERIA MEDITERRANEO,7.87,Madrid,Arrocería,40.45304871,-3.68510437
ARROCERIAS MEDITERRANEO,7.87,Madrid,Arrocería,40.42391968,-3.685964584
ARTEMISA,8.26,Madrid,vegetarian,40.41595078,-3.698950768
ARTURO,,Madrid,Spanish,40.42816162,-3.697521687
CURRYS,8,Madrid,indian,40.42134857,-3.706203699
EDELWEISS,7.94,Madrid,german,40.41688919,-3.696524858
FLASH FLASH,7.76,Madrid,mediterranean,40.43058395,-3.682448864
SI SEÑOR,8.27,Madrid,mexican,40.44993591,-3.690231085
TAO,7.94,Madrid,japanese,40.46341705,-3.687410831
TSUNAMI,7.87,Madrid,japanese,40.43093109,-3.69671154
TOMMY MELS,8.05,Madrid,american,40.45495987,-3.694119453
Tommy Mels,8.05,Madrid,american,40.4219017,-3.699928045
KRACHAI,8.11,Madrid,thai,40.425354,-3.696204424
PATO LAQUEADO,7.76,Madrid,chinese,40.46799088,-3.689493656
EL OLVIDO,7.78,Madrid,Spanish,40.46048355,-3.687007189
NIPPON,7.6,Madrid,japanese,40.41755295,-3.697207212
MEZKLUM,8.14,Madrid,Modern,40.41544342,-3.700378895
DIONISOS MAD,7.9,Madrid,greek,40.42367935,-3.697333574
DIONISOS HUERTA,7.9,Madrid,greek,40.41376877,-3.698880196
MESÓN DEL CID,8.24,Madrid,Spanish,40.44009018,-3.694497108
LA HISPANA,7.98,Madrid,Spanish,40.45537186,-3.676923752
ALFREDOS BBQ,7.63,Madrid,american,40.46056366,-3.687193155
Alfredos BBQ,7.63,Madrid,american,40.4217453,-3.688022137
GINOS MAD,7.79,Madrid,italian,40.42650604,-3.685405254
GINOS MAD,7.79,Madrid,italian,40.46378708,-3.685067892
GINOS MAD,7.79,Madrid,italian,40.44618225,-3.704150438
The wok,7.95,Madrid,Modern,40.42605591,-3.692211151
The Wok,7.95,Madrid,Modern,40.39538956,-3.68012476
The Wok Diversia,7.95,Madrid,Modern,40.53087616,-3.637253046
IMANOL,8.34,Madrid,Vasco,40.454422,-3.679237127
APAT,7.74,Barcelona,catalana,41.39200974,2.154367685
BEMBI,8.36,Barcelona,indian,41.39367294,2.169064283
DIONISOS,8.25,Barcelona,greek,41.40299606,2.156223536
La Bella Napoli,8.06,Barcelona,italian,41.38507843,2.156811476
LA VERONICA,7.21,Barcelona,italian,41.37973785,2.168020725
MATSURI,8.44,Barcelona,japanese,41.38169861,2.178725958
MIU,8.3,Barcelona,japanese,41.39273834,2.163196802
OUT OF CHINA,8.63,Barcelona,chinese,41.38859558,2.156984091
PIAZZE D'ITALIA,7.85,Barcelona,italian,41.38694763,2.156903028
GINOS BCN,7.48,Barcelona,italian,41.39226532,2.143907309
GINOS BCN,7.48,Barcelona,italian,41.40499496,2.192456961
PIM PAM BURGUER,8.05,Barcelona,american,41.38576889,2.182441473
PIM PAM BURGUER,8.05,Barcelona,american,41.4046936,2.132278919
GRILL ROOM,7.82,Barcelona,Modern,41.3792572,2.17608285
ÁNDELE,8.25,Barcelona,mexican,41.3939476,2.135629892
DIEP,7.92,Paris,chinese,48.86926651,2.302798986
Masquepintxos,7.8,Madrid,tapas,40.4568634,-3.687576532
RIBS,7.8,Madrid,american,40.41935349,-3.704201937
SUSHIWAKKA,7.86,Madrid,japanese,40.45752716,-3.691805601
TEPIC,8.15,Madrid,mexican,40.4219017,-3.699038506
RANGOLI,7.66,Barcelona,indian,41.37511444,2.188668013
WATATSUMI,7.91,Barcelona,japanese,41.37579727,2.150023222
CASA LUCA,8.04,Paris,italian,48.87221146,2.296783686
LA MAISON DU CAVIAR (LA BOUTIQUE DU CAVIAR),8.23,Paris,french,48.87091827,2.301109076
le Caroubier,8.4,Paris,Moroccan,48.82886505,2.299053907
Hanoi,8.26,Barcelona,Vietnamita,41.38943863,2.160924196
LA SAL DE MONTALBÁN,7.92,Madrid,Spanish,40.41823196,-3.691112041
LECAFÉ,8.35,Madrid,mediterranean,40.42184067,-3.689901829
Oam Thong,7.63,Madrid,thai,40.44114685,-3.670825481
AMORINO,8.87,Paris,Helados,48.85189438,2.334553719
Barraval,7.8,Barcelona,tapas,41.37974548,2.167819023
DELICES ET SENS,7.69,Lyon,Modern,45.76506424,4.836456776
La Leyenda del Ágave,8.13,Madrid,mexican,40.42581558,-3.682833195
Casa Palet 1920,8.33,Barcelona,catalana,41.39984894,2.150737524
LA MARY,7.8,Barcelona,mediterranean,41.39025116,2.146114111
LA PETITE TENDANCE,8.39,Lyon,lebanese,45.77086258,4.867852211
Casa Gades,7.45,Madrid,italian,40.42251968,-3.694149017
GRAIN DE RIZ,7.68,Lyon,chinese,45.77147293,4.805307865
Aapka,8.32,Berlin,indian,52.53411865,13.40469933
Hasir ost,8.46,Berlin,oriental,52.52382278,13.4013195
Hasir west,8.53,Berlin,oriental,52.50048065,13.33691978
Kien-Du-Kiang-Thong,8.46,Berlin,thai,52.51457977,13.30124855
Kuchi Ngu & Ngo GbR,8.73,Berlin,japanese,52.52724457,13.39923668
Midtown grill,8.61,Berlin,american,52.51089096,13.37640953
Mylos,8.53,Berlin,greek,52.50653839,13.2962904
Namaskar,8.71,Berlin,indian,52.49622345,13.32756901
Tipica Gastronomie GmbH,8.36,Berlin,mexican,52.52153397,13.40492725
Cucina d'Elisa,8.49,Hamburg,italian,53.57114029,9.988259315
Mama Trattoria,8.33,Hamburg,italian,53.54963684,9.9932127
Mama Trattoria,8.33,Hamburg,italian,53.57061005,9.995304108
Mama Trattoria,8.33,Hamburg,italian,53.58294296,10.01794434
Mama Trattoria,8.33,Hamburg,italian,53.58448029,9.980389595
Shikara,8.4,Hamburg,indian,53.55720901,9.928009033
Shikara,8.4,Hamburg,indian,53.54883194,9.964920044
Mazza Hamburg GmbH,8.73,Hamburg,lebanese,53.5699501,9.966755867
"Shalimar, The Indian Restaurant",8.35,Hamburg,indian,53.55421066,9.98571682
Basi'l,8.4,Berlin,italian,52.52348709,13.40489388
Papaya,8.93,Berlin,thai,52.48968124,13.36038971
Papaya,8.93,Berlin,thai,52.51071548,13.45789909
Russisches café voland,8.8,Berlin,russian,52.54973602,13.41842556
Ming Dynastie II,8.77,Berlin,chinese,52.50430298,13.33683395
Ming Dynastie I,8.77,Berlin,chinese,52.51337814,13.41784096
Paulaner's,8.54,Hamburg,german,53.5505867,9.980614662
Old MacDonald,8.1,Hamburg,american,53.57914734,9.949183464
Cha Cha positive eating,8.58,Hamburg,thai,53.55342865,9.990270615
Cha cha positive eating,8.58,Berlin,thai,52.51195145,13.38983059
Dos amigos,7.84,Hamburg,mexican,53.55015182,9.98071003
Raw Like Sushi,8.66,Hamburg,japanese,53.59222031,9.987549782
Nuova mirabella,8.21,Berlin,italian,52.4655571,13.38375187
Marilu,8.11,Hamburg,italian,53.55080032,9.929974556
Maral,8.86,Hamburg,japanese,53.58361053,9.984729767
Cicciolina,8.31,Berlin,italian,52.49876785,13.43153858
LE SHIMLA,8.33,Lyon,indian,45.77342224,4.866943836
Le Comptoir,8.07,Bruxelles,american,50.83590698,4.365142345
FUXIA,7.99,Lyon,italian,45.74771118,4.824100018
Mano à Mano,8.25,Bruxelles,italian,50.83577347,4.364634991
JARDIN DU BAMBOU,8.09,Lyon,chinese,45.75764465,4.848401546
Cana,8.65,Berlin,arabic,52.51218796,13.40868282
BURGER & WINE,7.71,Lyon,american,45.74295807,4.816053391
CHAO PHRAYA,7.97,Bruxelles,thai,50.8245163,4.366141796
Le P'tit Belge,8.15,Bruxelles,Belge,50.83519363,4.364630222
The Burger Lobby,7.68,Madrid,american,40.42033768,-3.695616484
NEW SAIGON-BANGKOK,7.99,Bruxelles,thai,50.84854126,4.375730991
CAFE FRANCAIS,7.76,Lyon,brasserie,45.75656128,4.83448267
Ebano Lounge,8.47,Barcelona,international,41.37513351,2.161989212
SUELTA VERDE,7.65,Lyon,mexican,45.78583145,4.854852676
TERRAZZURA,7.93,Lyon,italian,45.78578568,4.854699135
Rita Rouge,8.31,Barcelona,Modern,41.38208389,2.169999599
Arrocería La Esquina del Bernabeu,7.77,Madrid,Arrocería,40.46178055,-3.685143948
Nanoosh,8.72,Berlin,mediterranean,52.51239014,13.39101982
Sapori di Sicilia,7.29,Madrid,italian,40.43117142,-3.713013887
SUSHILINES Louvain,8.18,Bruxelles,japanese,50.8530159,4.390953541
SUSHILINES Wand,8.18,Bruxelles,japanese,50.8981781,4.359476566
SUSHILINES Louvain,8.18,Bruxelles,japanese,50.8530159,4.390953541
SUSHILINES Wand,8.18,Bruxelles,japanese,50.8981781,4.359476566
Sushiline Ixelles,8.18,Bruxelles,japanese,50.82416153,4.363069534
LE GUIGNOL,8.25,Bruxelles,Belge,50.79294205,4.347979069
CINECITTA,7.92,Paris,italian,48.88866043,2.316640854
Delhi,8.05,Madrid,indian,40.42511368,-3.711846828
LA BOCCA DEGLI ARTISTI,7.81,Bruxelles,italian,50.8492012,4.365367413
ATELIER EUROPEEN,8.11,Bruxelles,french,50.84475708,4.384944916
Casa Carola,8.04,Madrid,castellana,40.43519974,-3.681339979
PICCOLO MONDO (TOMMASINO),7.78,Paris,italian,48.88415146,2.257686615
TOMMASINO,7.84,Paris,italian,48.88395691,2.265589476
CASA TOMMASO (TOMMASINO),7.09,Paris,italian,48.87094116,2.284819841
La Nicoletta,7.78,Madrid,italian,40.43421173,-3.693319559
O Mamma Mia,7.51,Madrid,italian,40.43713379,-3.686521053
Swagat,8.47,Madrid,indian,40.42438889,-3.682976007
Los Galayos,7.76,Madrid,Spanish,40.41486359,-3.706687689
Joe Allen,7.97,Paris,Burger,48.87073135,2.357890129
Le Pain Quotidien,7.27,Madrid,,40.42711639,-3.701653004
Giangrossi,8.18,Madrid,Helados,40.42634201,-3.684263468
Sushishop,8.45,Madrid,japanese,40.42034912,-3.688740253
Sushishop,8.45,Madrid,japanese,40.42635727,-3.69277668
El Horno de Juan,8.29,Madrid,castellana,40.42363358,-3.677446842
Il Salotto,7.69,Madrid,italian,40.42915726,-3.684019566
El abrazo de Vergara,7.93,Madrid,mediterranean,40.41746902,-3.711163759
Thong,7.57,Madrid,chinese,40.4370079,-3.686919212
La maison de Charly,8.08,Paris,Moroccan,48.87850952,2.284654617
Ganges,7.62,Madrid,indian,40.45764923,-3.678058624
El Recuerdo,6.9,Madrid,Spanish,40.44734573,-3.698409319
Summa,7.53,Madrid,japanese,40.45615005,-3.68807745
SUSHI SHOP IXELLE,8.48,Bruxelles,japanese,50.82941437,4.362159252
SUSHI SHOP UCCLE,8.48,Bruxelles,japanese,50.78924561,4.375204563
Mythos,7.9,Madrid,greek,40.42730713,-3.69974184
PUTTANESCA,7.31,Paris,italian,48.88041306,2.325279713
Burger and Coffee,8.77,Marseille,american,43.29733276,5.382386684
Al Fanus,8.14,Madrid,Syrian,40.44438553,-3.677234411
La Vaca Picada,8.01,Madrid,american,40.43513107,-3.683951616
El Escaldón,8.33,Madrid,canaria,40.41300201,-3.710102797
Royal Elephant,8.05,Berlin,thai,52.53874969,13.40826035
k'fe court,7.18,Paris,italian,48.86996841,2.27518034
LA CANNELLE,7.99,Lyon,,45.76736832,4.825745583
Suhi Lounge X,7.69,Hamburg,japanese,53.57320023,9.993249893
Gingko,7.77,Lyon,thai,45.73480225,4.875054836
Sushi Circle Neues Kranzler Eck,8.15,Berlin,japanese,52.50516129,13.3333149
Shukran express,7.13,Madrid,lebanese,40.430336,-3.663785458
Shukran Casa Árabe,8.16,Madrid,lebanese,40.430336,-3.663785458
BEST BAGELS,8.08,Lyon,bagel,45.75358963,4.82884407
Cremeria Toscana,8.61,Barcelona,Helados,41.39134979,2.152971745
KORI & FAY,8.6,Berlin,thai,52.50061035,13.31023979
Kaiten,8.4,Paris,japanese,48.8699646,2.303891659
Pombo 18,7.14,Madrid,Spanish,40.50725937,-3.655492306
DIWALI RESTAURANTE HINDU,8.17,Madrid,indian,40.42211533,-3.677354574
LE LOFT,8.28,Bruxelles,american,50.83979797,4.36009264
PIM PAM PLATS,8.26,Barcelona,international,41.38576889,2.182441473
Maharani,8.51,Hamburg,indian,53.57303238,9.978794098
SURYA,7.96,Barcelona,indian,41.39031601,2.170330524
VITAE,10,Barcelona,mediterranean,41.38153839,2.176811934
La Sorpresa,8.21,Hamburg,italian,53.57487106,10.01993942
Burger & Fils,7.63,Paris,Burger,48.87267685,2.308199167
Meatpackers Hamburg GmbH,8.68,Hamburg,american,53.59254837,9.986419678
LAYALI BEYROUTH,8.28,Lyon,lebanese,45.75200272,4.86558485
Le jardin de Berthe,7.94,Lyon,,45.75322342,4.831960201
Xenios bei Themi,8.63,Hamburg,greek,53.57514191,9.957670212
Le comptoir Joa,7.72,Lyon,brasserie,45.7857666,4.854870319
Ziti,7.95,Paris,italian,48.86951065,2.303369761
Santa Burg,8.42,Barcelona,american,41.37973022,2.136761189
Elbe 76,8.37,Hamburg,international,53.57527924,9.966050148
Beiti,8.27,Hamburg,vegetarian,53.59864044,9.99709034
Pasta Oro,7.76,Paris,italian,48.8415451,2.26632762
Crêperie Belle Ille,7.37,Lyon,crepes,45.76732254,4.854681492
Bombay Palace,7.8,London,indian,51.5142746,-0.167851806
La Porte des Indes,8.99,London,indian,51.51433182,-0.157970607
Blue Elephant,8.59,London,thai,51.47319412,-0.182273194
189 Piccadilly,8.03,London,italian,51.50844193,-0.137841105
Gaylord,7.65,London,indian,51.51758194,-0.141042694
La Mamounia,8.18,Barcelona,Moroccan,41.38951492,2.158911705
Planet Hollywood,7.89,London,american,51.50892639,-0.132748693
Champagne + Fromage,8.9,London,french,51.51197815,-0.120070703
Firecracker,7.42,London,chinese,51.49516296,-0.127447799
Fairuz,8.39,London,lebanese,51.51823425,-0.151975006
Greek Affair,8.2,London,greek,51.50828171,-0.197420195
Imperial City,8.37,London,chinese,51.51335907,-0.086536102
Kenza Lounge,8.04,London,lebanese,51.51661301,-0.079358302
La Pietra,7.6,London,italian,51.51745987,-0.073290199
Montpeliano,7.8,London,italian,51.49925613,-0.165941104
Mori Sushi Kings Road,8.02,London,japanese,51.48863983,-0.165310204
Mori Sushi NW,8.02,London,japanese,51.53288651,-0.169646204
Moo Cantina Argentina,8.6,London,argentinian,51.51581573,-0.075492702
Zengi,8.33,London,lebanese,51.51709366,-0.073217101
Gallery Resto-Boutique,8.26,Bruxelles,Vietnamita,50.83673859,4.355360508
The Papaya Tree,8.07,London,thai,51.49943161,-0.196645603
White Lounge,8.66,Hamburg,crossover kitchen,53.58358002,10.0197897
Better Burger Company,7.96,Hamburg,american,53.55197144,10.00072002
Le Cap Sablon,7.89,Bruxelles,brasserie,50.84176254,4.353982925
Restaurant East,8.65,Berlin,chinese,52.50722885,13.32114792
La Corniche,7.44,Berlin,oriental,52.47809982,13.3281908
Moms Favourite,8.25,Berlin,german,52.50850677,13.37349796
Le PDG,7.51,Paris,Burger,48.87083817,2.309007883
Ecocentro,8.67,Madrid,vegetarian,40.44298935,-3.704986572
O-CHINOISE-RIZ,7.81,Bruxelles,chinese,50.82404327,4.36051178
RÂLE-BOL,8.1,Bruxelles,Asian,50.82392502,4.359650612
PHILEMA,9.04,Bruxelles,greek,50.82125854,4.356686592
Blue Éléphant,8.21,Paris,thai,48.85548401,2.374083519
LUCY CHANG,8.32,Bruxelles,thai,50.82284927,4.360761642
CHIDO,7.72,Paris,mexican,48.8733902,2.308935642
Jolesch Gastronomie GmbH,8.4,Berlin,austrian,52.50080109,13.43385983
El Escondite,7.9,Madrid,mediterranean,40.42234421,-3.685995102
Mitsou,7.94,Paris,chinese,48.87259293,2.309308052
Bien Fait,6.29,Paris,bagel,48.83519745,2.326616049
Bedford Diner,7.51,Paris,Burger,48.85649109,2.305642366
Bedford Diner,7.51,Paris,Burger,48.85666275,2.35561204
La Carmencita,8.15,Madrid,Spanish,40.42113495,-3.697340488
Noura,7.6,London,lebanese,51.50683594,-0.148497805
Meena Kumari,7.28,Berlin,Pakistani,52.54158401,13.41479969
Ristretto By Red Café,7.74,Lyon,brasserie,45.7533226,4.83370018
HD Diner,7.57,Paris,Burger,48.85865402,2.354853153
HD Diner,7.57,Paris,Burger,48.8920784,2.297215939
Rimal,8.41,Paris,lebanese,48.8811264,2.312641859
Raimo,9.16,Paris,Pâtisserie,48.85848618,2.35520792
Boho Mexica,8.76,London,mexican,51.52118301,-0.075447403
Shezan,8.29,London,indian,51.49892807,-0.1665539
Salt'N Pepper,5.71,London,indian,51.50918961,-0.129904494
Buddha Bar,8.03,London,japanese,51.5015564,-0.162517995
Mister garden,7.69,Paris,Salad bar,48.87298203,2.309443235
IL Perfetto,7.98,Bruxelles,italian,50.81254196,4.391661644
Fratelli La Buffala,8.2,London,italian,51.50801086,-0.123590201
Le Summertime,7.99,Lyon,french,45.76716995,4.836424828
Angelina,8.56,Paris,Pâtisserie,48.85329819,2.322867155
La Pâtisserie des Reves,8.91,Paris,Pâtisserie,48.86657333,2.27929306
Café Pouchkine,8.7,Paris,Pâtisserie,48.85655975,2.364705801
Chloé S Cupcake,7.81,Paris,Pâtisserie,48.87989426,2.334670067
Popelini,8.69,Paris,Pâtisserie,48.86238861,2.363833189
Scoop me a cookie,8.99,Paris,Pâtisserie,48.88625717,2.317980289
Henri Le Roux,6,Paris,Pâtisserie,48.85365677,2.336503029
Helmut Newcake,8.4,Paris,Pâtisserie,48.8715477,2.368176937
Hugo et Victor,8.73,Paris,Pâtisserie,48.85246277,2.32618165
La Torcaz,8.57,Madrid,Spanish,40.43111038,-3.684877157
Meert,9,Paris,Pâtisserie,48.85521317,2.337327003
Jean Charles Rochoux,,Paris,Pâtisserie,48.84912109,2.328284264
Arnaud Delmontel,7.57,Paris,,48.87956238,2.339816809
Imli Street,8.14,London,indian,51.5146637,-0.135087207
Berko Original,8.06,Paris,,48.8608017,2.354656696
L'Atelier de l'Éclair,8.64,Paris,Pâtisserie,48.86626816,2.345246315
Diamande,8.95,Paris,,48.85536575,2.370805502
Damyel,,Paris,Pâtisserie,48.86604309,2.286242485
Joséphine Vannier,7.14,Paris,Pâtisserie,48.8559494,2.367588043
Kluger - Paris,10,Paris,,48.8519249,2.378615618
La Fabrique Cookies,8.94,Paris,Pâtisserie,48.87997437,2.339459419
Les Fées Pâtissières,7.11,Paris,Pâtisserie,48.86072159,2.354769468
Sanuk,7.03,Madrid,thai,40.50011444,-3.67256999
Les Gourmets des Ternes,8.23,London,french,51.52449799,-0.185030594
SUDA,8.39,London,thai,51.51173019,-0.1232697
Patara Knightsbridge,8.09,London,thai,51.49781418,-0.165188894
Patara Soho,8.09,London,thai,51.51412201,-0.130844593
La rughetta,7.91,Paris,italian,48.88650894,2.333566189
Patisserie Ciel,8.69,Paris,Pâtisserie,48.84951019,2.349546194
comptoir du liban,7.21,Bruxelles,lebanese,50.79435349,4.373484612
ZEGATO,8.74,Paris,,48.82278442,2.247046232
LE CINTRA,7,Lyon,brasserie,45.76435089,4.837068558
MERLE,7,Lyon,fruits de mer,45.77510834,4.850197315
Da Rosa,8.6,Paris,tapas,48.85333633,2.336796761
MEIJI ERA,8.21,Lyon,japanese,45.76170349,4.834480286
Margherita,8.15,Barcelona,italian,41.39511871,2.159536839
Brian is in ths kitchen,7.96,Paris,Salad bar,48.86875153,2.336409807
Levant,,London,lebanese,51.51610565,-0.150552705
Las Noches de Moscú,8.49,Madrid,russian,40.42495728,-3.704256773
Fado Restaurante Portugués,8.29,Madrid,Portuguese,40.44931793,-3.660128593
Le jardin de Berthe Opéra,8.48,Lyon,,45.76675797,4.836815834
Kohinoor,7.55,Lyon,indian,45.75688934,4.854412556
A LA FOLIE,8.43,Bruxelles,french,50.84176254,4.352226734
GUSTO,7.6,Bruxelles,italian,50.82249069,4.357554913
LES SUPER FILLES DU TRAM,7.97,Bruxelles,Burger,50.82762909,4.370240211
ISPAHAN,8.7,Bruxelles,Iranian,50.80459976,4.366332531
DELECTA,7.29,Bruxelles,Burger,50.82603836,4.370120049
THAI SQUARE UCCLE,,Bruxelles,thai,50.79487991,4.364859104
Slize,7.39,Paris,,48.86499023,2.375336409
Burger Lovers,7.88,Madrid,Burger,40.42947769,-3.701589108
Clyde,7.95,Paris,Burger,48.87076187,2.341175318
HD DINER,7.54,Lyon,american,45.75986862,4.855770588
I PRIMI PIATTI,7.51,Bruxelles,italian,50.85094833,4.346660137
Mayura,8.56,Barcelona,indian,41.39386749,2.17220521
LA CUISINE DE LINDOUCE,6.95,Lyon,Franco Ivoirien,45.73314285,4.803363323
SUSHIWAKKA Sin Gluten,8.43,Madrid,japanese,40.45752716,-3.691805601
L'ADRESSE,6.32,Lyon,french,45.76622772,4.818366528
CAFE DU POND,6.29,Lyon,french,45.76832199,4.843131542
El Inca,7.25,Madrid,,40.42266846,-3.696208715
Maria und Josef,7.95,Berlin,Bavarian,52.44350815,13.29528999
Clockjack,7.04,London,Roaster,51.51070786,-0.135357007
Du Liban,8,Madrid,lebanese,40.51481247,-3.652366161
ECCOME NO,10,Bruxelles,,50.83590317,4.363959789
TENSHI,7.82,Bruxelles,Sushis Noodles & Wok,50.79662323,4.374774933
